date_key,ticker,stock_close_price,stock_volume,active_disaster_count,nearby_disaster_count,nearest_city_id,nearest_city_name,nearest_city_country,nearest_city_latitude,nearest_city_longitude,nearest_disaster_distance_km,year,month,day,is_weekend,company_name,sector
2025-02-13,BRK-B,480.49,3274693,4,0,US-PHOENIX,Phoenix,United States,33.4484,-112.074,274.29,2025,2,13,False,Berkshire Hathaway Inc. Class B,Insurance
