date_key,ticker_id,open_price,close_price,volume,news_count,avg_sentiment_score,year,month,day,is_weekend,company_name,sector
2026-03-26,TSLA,381.6,372.11,55522879,0,0.0,2026,3,26,False,TSLA,Unknown
