date_key,ticker,stock_close_price,stock_volume,active_disaster_count,nearby_disaster_count,nearest_city_id,nearest_city_name,nearest_city_country,nearest_city_latitude,nearest_city_longitude,nearest_disaster_distance_km,year,month,day,is_weekend,company_name,sector
2024-12-03,TRV,260.59,847671,2,0,US-MIAMI,Miami,United States,25.7617,-80.1918,11163.23,2024,12,3,False,Travelers Companies Inc.,Insurance
