date_key,ticker,stock_close_price,stock_volume,active_disaster_count,nearby_disaster_count,nearest_city_id,nearest_city_name,nearest_city_country,nearest_city_latitude,nearest_city_longitude,nearest_disaster_distance_km,year,month,day,is_weekend,company_name,sector
2025-03-06,CB,286.29,1355069,6,0,US-NEW_ORLEANS,New Orleans,United States,29.9511,-90.0715,395.92,2025,3,6,False,Chubb Limited,Insurance
