date_key,ticker_id,open_price,close_price,volume,news_count,avg_sentiment_score,year,month,day,is_weekend,company_name,sector
2026-03-25,MSFT,376.92,371.04,31181163,0,0.0,2026,3,25,False,Microsoft Corporation,Technology
