date_key,ticker,stock_close_price,stock_volume,active_disaster_count,nearby_disaster_count,nearest_city_id,nearest_city_name,nearest_city_country,nearest_city_latitude,nearest_city_longitude,nearest_disaster_distance_km,year,month,day,is_weekend,company_name,sector
2025-03-25,PGR,274.43,2911599,13,0,US-DALLAS,Dallas,United States,32.7767,-96.797,298.58,2025,3,25,False,Progressive Corporation,Insurance
