date_key,ticker,stock_close_price,stock_volume,active_disaster_count,nearby_disaster_count,nearest_city_id,nearest_city_name,nearest_city_country,nearest_city_latitude,nearest_city_longitude,nearest_disaster_distance_km,year,month,day,is_weekend,company_name,sector
2025-01-21,AIG,75.17,3965241,7,0,US-MIAMI,Miami,United States,25.7617,-80.1918,9784.16,2025,1,21,False,American International Group,Insurance
