date_key,ticker_id,open_price,close_price,volume,news_count,avg_sentiment_score,year,month,day,is_weekend,company_name,sector
2026-02-25,NVDA,194.45,195.56,250637102,0,0.0,2026,2,25,False,NVDA,Unknown
