date_key,ticker_id,open_price,close_price,volume,news_count,avg_sentiment_score,year,month,day,is_weekend,company_name,sector
2026-03-25,AAPL,254.095,252.62,28476668,0,0.0,2026,3,25,False,Apple Inc.,Technology
